url_name,English,Chinese
dethcube_prime_carapace,Dethcube Prime Carapace,死亡魔方 Prime 外壳
dethcube_prime_cerebrum,Dethcube Prime Cerebrum,死亡魔方 Prime 头部
dethcube_prime_set,Dethcube Prime Set,死亡魔方 Prime 一套
dethcube_prime_systems,Dethcube Prime Systems,死亡魔方 Prime 系统
diamond_skin,Diamond Skin,钻石皮肤
dig,Dig,挖掘
directed_convergence,Directed Convergence,定向汇聚
disabling_conditioning,Disabling Conditioning,伤残调控
disarming_purity,Disarming Purity,缴械纯净
discharge_strike,Discharge Strike,卸能打击
disciplines_merit,Discipline's Merit,纪律之功
dispatch_overdrive,Dispatch Overdrive,超速击杀
disruptor,Disruptor,冲击干扰
diversified_denial,Diversified Denial,多元否认
dividing_blades,Dividing Blades,分裂之刃
divine_retribution,Divine Retribution,圣枪惩戒
dizzying_rounds,Dizzying Rounds,晕眩弹药
dog_days_night_scene,Dog Days Night Scene,三伏天夜晚场景
dog_days_scene,Dog Days Scene,三伏天场景
dorma_hound_blueprint,Dorma Hound Blueprint,铎玛猎犬 蓝图
double_tap,Double Tap,双重连击
double_barrel_drift,Double-Barrel Drift,游离双管
draining_bite,Draining Bite,吸血噬咬
draining_gloom,Draining Gloom,幽暗枯竭
dread_ward,Dread Ward,恐惧屏障
dreamers_bond,Dreamer's Bond,梦者羁绊
dreamers_wrath,Dreamer's Wrath,梦者之怒
drifting_contact,Drifting Contact,漂移接触
drive_duster,Drive-Duster,驱动除尘
dual_decurion_set,Dual Decurion Set,什长双枪 一套
dual_kamas_prime_blade,Dual Kamas Prime Blade,双短柄战镰 Prime 刀刃
dual_kamas_prime_blueprint,Dual Kamas Prime Blueprint,双短柄战镰 Prime 蓝图
dual_kamas_prime_handle,Dual Kamas Prime Handle,双短柄战镰 Prime 握柄
dual_kamas_prime_set,Dual Kamas Prime Set,双短柄战镰 Prime 一套
dual_keres_prime_blade,Dual Keres Prime Blade,凯瑞斯双刀 Prime 刀刃
dual_keres_prime_blueprint,Dual Keres Prime Blueprint,凯瑞斯双刀 Prime 蓝图
dual_keres_prime_handle,Dual Keres Prime Handle,凯瑞斯双刀 Prime 握柄
dual_keres_prime_set,Dual Keres Prime Set,凯瑞斯双刀 Prime 一套
dual_rounds,Dual Rounds,双重弹头
dual_viciss_blade,Dual Viciss Blade,双子恶行 刀刃
dual_viciss_hilt,Dual Viciss Hilt,双子恶行 握柄
dual_viciss_set,Dual Viciss Set,双子恶行 一套
dual_zoren_prime_blade,Dual Zoren Prime Blade,佐伦双斧 Prime 刀刃
dual_zoren_prime_blueprint,Dual Zoren Prime Blueprint,佐伦双斧 Prime 蓝图
dual_zoren_prime_handle,Dual Zoren Prime Handle,佐伦双斧 Prime 握柄
dual_zoren_prime_set,Dual Zoren Prime Set,佐伦双斧 Prime 一套
duality,Duality,二元性状
duplex_bond,Duplex Bond,双影连结
duroid,Duroid,韧铠灵鲷
efv_5_jupiter_barrel,EFV-5 Jupiter Barrel,艾弗旺-5 木星 枪管
efv_5_jupiter_receiver,EFV-5 Jupiter Receiver,艾弗旺-5 木星 枪机
efv_5_jupiter_set,EFV-5 Jupiter Set,艾弗旺-5 木星 一套
efv_5_jupiter_stock,EFV-5 Jupiter Stock,艾弗旺-5 木星 枪托
efv_8_mars_barrel,EFV-8 Mars Barrel,艾弗旺-8 火星 枪管
efv_8_mars_receiver,EFV-8 Mars Receiver,艾弗旺-8 火星 枪机
efv_8_mars_set,EFV-8 Mars Set,艾弗旺-8 火星 一套
efv_8_mars_stock,EFV-8 Mars Stock,艾弗旺-8 火星 枪托
emp_aura,EMP Aura,电磁脉冲场
eagle_eye,Eagle Eye,鹰眼
echowinder,Echowinder,回声环绕者
efficient_beams,Efficient Beams,高效光束
efficient_transferral,Efficient Transferral,高效传输
eidolon_lens_blueprint,Eidolon Lens Blueprint,夜灵晶体 蓝图
eidolon_madurai_lens,Eidolon Madurai Lens,夜灵 Mardurai 晶体
eidolon_naramon_lens,Eidolon Naramon Lens,夜灵 Naramon 晶体
eidolon_unairu_lens,Eidolon Unairu Lens,夜灵 Unairu 晶体
eidolon_vazarin_lens,Eidolon Vazarin Lens,夜灵 Vazarin 晶体
eidolon_zenurik_lens,Eidolon Zenurik Lens,夜灵 Zenurik 晶体
eject_magazine,Eject Magazine,弹匣置换
electrified_barrel,Electrified Barrel,带电枪管
electro_pulse,Electro Pulse,电光脉冲
electromagnetic_shielding,Electromagnetic Shielding,电磁屏障
elemental_sandstorm,Elemental Sandstorm,元素沙暴
eleventh_storm,Eleventh Storm,终焉风暴
elusive_posture,Elusive Posture,诡秘姿势
elusive_retribution,Elusive Retribution,幻形惩戒
elytron_harness_blueprint,Elytron Harness,鞘翅 外甲
elytron_set,Elytron Set,鞘翅 一套
elytron_systems_blueprint,Elytron Systems,鞘翅 系统
elytron_wings_blueprint,Elytron Wings,鞘翅 机翼
embedded_catalyzer,Embedded Catalyzer,内置触媒
ember_prime_blueprint,Ember Prime Blueprint,Ember Prime 蓝图
ember_prime_chassis_blueprint,Ember Prime Chassis Blueprint,Ember Prime 机体 蓝图
ember_prime_neuroptics_blueprint,Ember Prime Neuroptics Blueprint,Ember Prime 头部神经光元 蓝图
ember_prime_set,Ember Prime Set,Ember Prime 一套
ember_prime_systems_blueprint,Ember Prime Systems Blueprint,Ember Prime 系统 蓝图
emergence_dissipate,Emergence Dissipate,始现·消散
emergence_renewed,Emergence Renewed,始现·新生
emergence_savior,Emergence Savior,始现·救世
emergent_aftermath,Emergent Aftermath,紧急后果
empowered_blades,Empowered Blades,强化刀锋
empowered_quiver,Empowered Quiver,强化箭袋
endless_lullaby,Endless Lullaby,无尽催眠曲
endoparasitic_vector,Endoparasitic Vector,内寄生向量
endurance_drift,Endurance Drift,坚忍窜升
enduring_affliction,Enduring Affliction,长时苦难
enduring_strike,Enduring Strike,不朽打击
enemy_radar,Enemy Radar,侦敌雷达
enemy_sense,Enemy Sense,敌人感应
energizing_shot,Energizing Shot,充沛射击
energy_amplifier,Energy Amplifier,能量扩散
energy_channel,Energy Channel,能量导引
energy_conversion,Energy Conversion,能量转换
energy_field,Energy Field,能量力场
energy_generator,Energy Generator,能量产生器
energy_inversion,Energy Inversion,能量转化
energy_nexus,Energy Nexus,能量枢纽
energy_siphon,Energy Siphon,能量虹吸
energy_transfer,Energy Transfer,能量转移
enhanced_durability,Enhanced Durability,耐久强化
enhanced_vitality,Enhanced Vitality,构造强化
enraged,Enraged,狂化震怒
entropy_burst,Entropy Burst,熵数爆发
entropy_detonation,Entropy Detonation,熵数起爆
entropy_flight,Entropy Flight,飞逝熵数
entropy_spike,Entropy Spike,熵数尖钉
enveloping_cloud,Enveloping Cloud,包覆游云
epitaph_barrel,Epitaph Barrel,葬铭 枪管
epitaph_blueprint,Epitaph Blueprint,葬铭 蓝图
epitaph_prime_barrel,Epitaph Prime Barrel,葬铭 Prime 枪管
epitaph_prime_blueprint,Epitaph Prime Blueprint,葬铭 Prime 蓝图
epitaph_prime_receiver,Epitaph Prime Receiver,葬铭 Prime 枪机
epitaph_prime_set,Epitaph Prime Set,葬铭 Prime 一套
epitaph_receiver,Epitaph Receiver,葬铭 枪机
epitaph_set,Epitaph Set,葬铭 一套
equilibrium,Equilibrium,均衡点
equilibrium_(steam_pinnacle_pack),Equilibrium (Steam Pinnacle Pack),均衡点 (Steam Pinnacle Pack)
equilibrium_audit,Equilibrium Audit,均衡审计
equinox_prime_blueprint,Equinox Prime Blueprint,Equinox Prime 蓝图
equinox_prime_chassis_blueprint,Equinox Prime Chassis Blueprint,Equinox Prime 机体 蓝图
equinox_prime_neuroptics_blueprint,Equinox Prime Neuroptics Blueprint,Equinox Prime 头部神经光元 蓝图
equinox_prime_set,Equinox Prime Set,Equinox Prime 一套
equinox_prime_systems_blueprint,Equinox Prime Systems Blueprint,Equinox Prime 系统 蓝图
ergos_boardroom_scene,Ergo's Boardroom Scene,Ergo 的会议室场景
eroding_blight,Eroding Blight,侵蚀毁坏
escape_velocity,Escape Velocity,脱离速度
esher_devar,Esher Devar,伊舍兄弟之石
eternal_eradicate,Eternal Eradicate,永恒·湮灭
eternal_logistics,Eternal Logistics,永恒·流转
eternal_onslaught,Eternal Onslaught,永恒·猛攻
eternal_war,Eternal War,永恒战意
euphona_prime_barrel,Euphona Prime Barrel,悦音 Prime 枪管
euphona_prime_blueprint,Euphona Prime Blueprint,悦音 Prime 蓝图
euphona_prime_receiver,Euphona Prime Receiver,悦音 Prime 枪机
euphona_prime_set,Euphona Prime Set,悦音 Prime 一套
evasive_denial,Evasive Denial,推诿否认
everlasting_ward,Everlasting Ward,永恒之护
eximus_advantage,Eximus Advantage,卓越者优势
exodia_brave,Exodia Brave,神威·勇武
exodia_contagion,Exodia Contagion,神威·触染
exodia_epidemic,Exodia Epidemic,神威·流行病
exodia_force,Exodia Force,神威·气力
exodia_hunt,Exodia Hunt,神威·狩猎
exodia_might,Exodia Might,神威·力量
exodia_triumph,Exodia Triumph,神威·凯旋
exodia_valor,Exodia Valor,神威·勇猛
exothermic,Exothermic,释能放热
expel_corpus,Expel Corpus,驱逐科普斯
expel_grineer,Expel Grineer,驱逐克隆尼
expel_infested,Expel Infested,驱逐异变体
expel_corrupted,Expel Orokin,驱逐 Orokin
expel_the_murmur,Expel The Murmur,驱逐低语者
explosive_demise,Explosive Demise,爆散消亡
explosive_legerdemain,Explosive Legerdemain,爆炸戏法
exposing_harpoon,Exposing Harpoon,暴露鱼叉
extend,Extend,延展
extreme_velocity,Extreme Velocity,极限加速
eye_eye,Eye-Eye,目—目
fabrica_anatomica_scene,Fabrica Anatomica Scene,解剖构造场景
faceted_tiametrite,Faceted Tiametrite,多面提亚美凝石
failsafe,Failsafe,失效保险
fang_prime_blade,Fang Prime Blade,狼牙 Prime 刀刃
fang_prime_blueprint,Fang Prime Blueprint,狼牙 Prime 蓝图
fang_prime_handle,Fang Prime Handle,狼牙 Prime 握柄
fang_prime_set,Fang Prime Set,狼牙 Prime 一套
fanged_fusillade,Fanged Fusillade,尖牙连射
fass,Fass,Fass
fass_canticle,Fass Canticle,Fass 颂歌
fast_deflection,Fast Deflection,快速充能
fast_hands,Fast Hands,爆发装填
fatal_acceleration,Fatal Acceleration,致死加速
fatal_attraction,Fatal Attraction,致命诱惑
fateful_truth,Fateful Truth,宿命真理
sense_danger,Fear Sense,恐惧感知
feathered_arrows,Feathered Arrows,轻羽箭
felarx_blueprint,Felarx Blueprint,逐枭 蓝图
ferocity,Ferocity,凶恶终结
fetch,Fetch,取回
fever_strike,Fever Strike,热病打击
final_act,Final Act,搏命反扑
final_harbinger,Final Harbinger,最终先驱
final_tap,Final Tap,最终一击
finishing_touch,Finishing Touch,画龙点睛
fire_suppression,Fire Suppression,火势抑制
fireball_frenzy,Fireball Frenzy,狂热火球
fired_up,Fired Up,过热射击
firestorm,Firestorm,烈焰风暴
firewalker,Firewalker,火焰行者
firewall,Firewall,防火墙
flagellocanth,Flagellocanth,须腔棘鱼
flailing_branch,Flailing Branch,多流抽击
flak_shot,Flak Shot,高射炮击
flame_gland,Flame Gland,火焰腺体
flame_repellent,Flame Repellent,火焰防护
flechette,Flechette,箭型弹头
fleeting_expertise,Fleeting Expertise,弹指瞬技
flow,Flow,川流不息
flow_burn,Flow Burn,热流涌动
fluctus_barrel,Fluctus Barrel,巨浪 枪管
fluctus_limbs,Fluctus Limbs,巨浪 弓臂
fluctus_set,Fluctus Set,巨浪 一套
fluctus_stock,Fluctus Stock,巨浪 枪托
flux_overdrive,Flux Overdrive,通量步枪超载
focus_energy,Focus Energy,聚焦能量
focus_radon,Focus Radon,聚焦氡气
focused_acceleration,Focused Acceleration,聚焦加速
focused_defense,Focused Defense,重点防御
focused_prospectus,Focused Prospectus,重点招股
follow_through,Follow Through,贯彻始终
fomorian_accelerant,Fomorian Accelerant,巨人促进剂
form_up,Form Up,列阵归队
fortifying_fire,Fortifying Fire,固盾火力
fortitude,Fortitude,不屈不挠
fortuna_scene,Fortuna Scene,福尔图娜场景
forward_artillery,Forward Artillery,前装光能炮
four_riders,Four Riders,天启异象
fractalized_reset,Fractalized Reset,分形·重置
fracturing_crush,Fracturing Crush,高压粉碎
fracturing_wind,Fracturing Wind,破碎之风
fragmented_gorge_scene,Fragmented Gorge Scene,断肢峡谷场景
fragor_prime_blueprint,Fragor Prime Blueprint,重击巨锤 Prime 蓝图
fragor_prime_handle,Fragor Prime Handle,重击巨锤 Prime 握柄
fragor_prime_head,Fragor Prime Head,重击巨锤 Prime 锤头
fragor_prime_set,Fragor Prime Set,重击巨锤 Prime 一套
frail_momentum,Frail Momentum,虚弱动能
frak_stabilizer_blueprint,Frak Stabilizer Blueprint,锐克稳定器 蓝图
freeze_force,Freeze Force,寒冰之力
frenzied_posture,Frenzied Posture,狂暴姿势
frigid_blast,Frigid Blast,冰冷疾风
frost_jaw,Frost Jaw,冰冻双颚
frost_prime_blueprint,Frost Prime Blueprint,Frost Prime 蓝图
frost_prime_chassis_blueprint,Frost Prime Chassis Blueprint,Frost Prime 机体 蓝图
frost_prime_neuroptics_blueprint,Frost Prime Neuroptics Blueprint,Frost Prime 头部神经光元 蓝图
frost_prime_set,Frost Prime Set,Frost Prime 一套
frost_prime_systems_blueprint,Frost Prime Systems Blueprint,Frost Prime 系统 蓝图
frostbite,Frostbite,结霜侵蚀
full_capacity,Full Capacity,充量弹容
full_contact,Full Contact,全面接触
fulmin_prime_barrel,Fulmin Prime Barrel,雷霆 Prime 枪管
fulmin_prime_blueprint,Fulmin Prime Blueprint,雷霆 Prime 蓝图
fulmin_prime_receiver,Fulmin Prime Receiver,雷霆 Prime 枪机
fulmin_prime_set,Fulmin Prime Set,雷霆 Prime 一套
fulmin_prime_stock,Fulmin Prime Stock,雷霆 Prime 枪托
fulmination,Fulmination,猛烈爆发
funnel_clouds,Funnel Clouds,漏斗状云
furax_wraith_blueprint,Furax Wraith Blueprint,弗拉克斯·亡魂 蓝图
furax_wraith_left_gauntlet,Furax Wraith Left Gauntlet,弗拉克斯·亡魂 左拳套
furax_wraith_right_gauntlet,Furax Wraith Right Gauntlet,弗拉克斯·亡魂 右拳套
furax_wraith_set,Furax Wraith Set,弗拉克斯·亡魂 一套
furious_javelin,Furious Javelin,狂怒标枪
furor,Furor,狂怒
fury,Fury,狂暴
fused_crucible,Fused Crucible,熔融堆芯
fused_reservoir,Fused Reservoir,融合储能池
gaias_tragedy,Gaia's Tragedy,母神悲歌
galatine_prime_blade,Galatine Prime Blade,迦伦提恩 Prime 刀刃
galatine_prime_blueprint,Galatine Prime Blueprint,迦伦提恩 Prime 蓝图
galatine_prime_handle,Galatine Prime Handle,迦伦提恩 Prime 握柄
galatine_prime_set,Galatine Prime Set,迦伦提恩 Prime 一套
gale_kick,Gale Kick,狂风猛踢
galeforce_dawn,Galeforce Dawn,狂风压境
galvanized_acceleration,Galvanized Acceleration,镀层 致死加速
galvanized_aptitude,Galvanized Aptitude,镀层 步枪才能
galvanized_chamber,Galvanized Chamber,镀层 分裂膛室
galvanized_crosshairs,Galvanized Crosshairs,镀层 液压准心
galvanized_diffusion,Galvanized Diffusion,镀层 弹头扩散
galvanized_elementalist,Galvanized Elementalist,镀层 元素师
galvanized_hell,Galvanized Hell,镀层 地狱弹膛
galvanized_reflex,Galvanized Reflex,镀层 增幅线圈
galvanized_savvy,Galvanized Savvy,镀层 通晓霰弹枪
galvanized_scope,Galvanized Scope,镀层 氩晶瞄具
galvanized_shot,Galvanized Shot,镀层 准确射手
galvanized_steel,Galvanized Steel,镀层 斩铁
gamma_beacon,Gamma Beacon,Gamma 信标
gara_prime_blueprint,Gara Prime Blueprint,Gara Prime 蓝图
gara_prime_chassis_blueprint,Gara Prime Chassis Blueprint,Gara Prime 机体 蓝图
gara_prime_neuroptics_blueprint,Gara Prime Neuroptics Blueprint,Gara Prime 头部神经光元 蓝图
gara_prime_set,Gara Prime Set,Gara Prime 一套
gara_prime_systems_blueprint,Gara Prime Systems Blueprint,Gara Prime 系统 蓝图
garmr_core_blueprint,Garmr Core Blueprint,加姆核心 蓝图
garuda_prime_blueprint,Garuda Prime Blueprint,Garuda Prime 蓝图
garuda_prime_chassis_blueprint,Garuda Prime Chassis Blueprint,Garuda Prime 机体 蓝图
garuda_prime_neuroptics_blueprint,Garuda Prime Neuroptics Blueprint,Garuda Prime 头部神经光元 蓝图
garuda_prime_set,Garuda Prime Set,Garuda Prime 一套
garuda_prime_systems_blueprint,Garuda Prime Systems Blueprint,Garuda Prime 系统 蓝图
gas_city_alads_laboratory_scene,Gas City Alad's Laboratory Scene,集气城市 Alad 的实验室场景
gas_city_central_drop_scene,Gas City Central Drop Scene,集气城市中央降落场景
gas_city_cloud_vista_scene,Gas City Cloud Vista Scene,集气城市云霄场景
gas_city_corridors_scene,Gas City Corridors Scene,集气城市走廊场景
gas_city_dead_exit_scene,Gas City Dead Exit Scene,集气城市死亡出口场景
gas_city_element_distribution_scene,Gas City Element Distribution Scene,集气城市元素分配场景
gas_city_elemental_refinement_scene,Gas City Elemental Refinement Scene,集气城市元素精炼场景
gas_city_lifts_scene,Gas City Lifts Scene,集气城市升降机场景
gas_city_lobby_scene,Gas City Lobby Scene,集气城市大厅场景
gas_city_lower_foyer_scene,Gas City Lower Foyer Scene,集气城市玄关底层场景
gas_city_regulators_scene,Gas City Regulators Scene,集气城市调节器场景
gas_city_upper_logistics_scene,Gas City Upper Logistics Scene,集气城市物流部门上层场景
gas_city_walkway_scene,Gas City Walkway Scene,集气城市走道场景
gastro,Gastro,剧毒饱嗝
gauss_prime_blueprint,Gauss Prime Blueprint,Gauss Prime 蓝图
gauss_prime_chassis_blueprint,Gauss Prime Chassis Blueprint,Gauss Prime 机体 蓝图
gauss_prime_neuroptics_blueprint,Gauss Prime Neuroptics Blueprint,Gauss Prime 头部神经光元 蓝图
gauss_prime_set,Gauss Prime Set,Gauss Prime 一套
gauss_prime_systems_blueprint,Gauss Prime Systems Blueprint,Gauss Prime 系统 蓝图
gemini_cross,Gemini Cross,纵横双子
ghost,Ghost,幽灵
ghoulsaw_blade_blueprint,Ghoulsaw Blade,尸鬼电锯 锯片
ghoulsaw_blueprint,Ghoulsaw Blueprint,尸鬼电锯 蓝图
ghoulsaw_chassis_blueprint,Ghoulsaw Chassis,尸鬼电锯 机体
ghoulsaw_engine_blueprint,Ghoulsaw Engine,尸鬼电锯 引擎
ghoulsaw_grip_blueprint,Ghoulsaw Grip,尸鬼电锯 握把
ghoulsaw_set,Ghoulsaw Set,尸鬼电锯 一套
gilded_truth,Gilded Truth,镀金真相
glacial_edge,Glacial Edge,冰冷刃缘
gladiator_aegis,Gladiator Aegis,角斗士 圣盾
gladiator_finesse,Gladiator Finesse,角斗士 灵巧
gladiator_might,Gladiator Might,角斗士 威猛
gladiator_resolve,Gladiator Resolve,角斗士 决心
gladiator_rush,Gladiator Rush,角斗士 猛突
gladiator_vice,Gladiator Vice,角斗士 钳制
glaive_prime_blade,Glaive Prime Blade,战刃 Prime 刀刃
glaive_prime_blueprint,Glaive Prime Blueprint,战刃 Prime 蓝图
glaive_prime_disc,Glaive Prime Disc,战刃 Prime 圆盘
glaive_prime_set,Glaive Prime Set,战刃 Prime 一套
glappid,Glappid,盖拉佩德
glaxion_vandal,Glaxion Vandal,冷冻光束步枪·破坏者
gleaming_blight,Gleaming Blight,毁坏微光
gleaming_talon,Gleaming Talon,微光利爪
glutinox,Glutinox,狍鸮胶蛳
gnashing_payara,Gnashing Payara,狼鱼咬咬
goblite_tears,Goblite Tears,泪滴形填充细石
goopolla,Goopolla,古泊拉
gorgon_frenzy,Gorgon Frenzy,蛇发女妖的狂热
gorgon_wraith_barrel,Gorgon Wraith Barrel,蛇发女妖·亡魂 枪管
gorgon_wraith_blueprint,Gorgon Wraith Blueprint,蛇发女妖·亡魂 蓝图
gorgon_wraith_receiver,Gorgon Wraith Receiver,蛇发女妖·亡魂 枪机
gorgon_wraith_set,Gorgon Wraith Set,蛇发女妖·亡魂 一套
gorgon_wraith_stock,Gorgon Wraith Stock,蛇发女妖·亡魂 枪托
gotva_prime,Gotva Prime,骨葬 Prime
gourmand,Gourmand,美食家
gram_prime_blade,Gram Prime Blade,格拉姆 Prime 刀刃
gram_prime_blueprint,Gram Prime Blueprint,格拉姆 Prime 蓝图
gram_prime_handle,Gram Prime Handle,格拉姆 Prime 握柄
gram_prime_set,Gram Prime Set,格拉姆 Prime 一套
granum_void_scene,Granum Void Scene,格拉努虚空场景
granums_nemesis,Granum's Nemesis,格拉努之劲敌
greedy_pull,Greedy Pull,贪婪吸引
grendel_chassis_locator,Grendel Chassis Locator,Grendel 机体定位装置
grendel_neuroptics_locator,Grendel Neuroptics Locator,Grendel 头部神经光元定位装置
grendel_prime_blueprint,Grendel Prime Blueprint,Grendel Prime 蓝图
grendel_prime_chassis_blueprint,Grendel Prime Chassis Blueprint,Grendel Prime 机体 蓝图
grendel_prime_neuroptics_blueprint,Grendel Prime Neuroptics Blueprint,Grendel Prime 头部神经光元 蓝图
grendel_prime_set,Grendel Prime Set,Grendel Prime 一套
grendel_prime_systems_blueprint,Grendel Prime Systems Blueprint,Grendel Prime 系统 蓝图
grendel_systems_locator,Grendel Systems Locator,Grendel 系统定位装置
grim_fury,Grim Fury,冷面狂怒
grineer_asteroid_simulacrum,Grineer Asteroid Simulacrum,Grineer 小行星幻影装置
grineer_forest_factory_scene,Grineer Forest Factory Scene,Grineer 森林工厂场景
grineer_forest_industry_scene,Grineer Forest Industry Scene,Grineer 森林工业场景
grineer_forest_water_pump_scene,Grineer Forest Water Pump Scene,Grineer 森林水泵场景
grineer_galleon_cargo_scene,Grineer Galleon Cargo Scene,Grineer 帆船战舰货舱场景
grineer_sealab_centrifuge_scene,Grineer Sealab Centrifuge Scene,Grineer 海底实验室离心机场景
grineer_settlement_artillery_scene,Grineer Settlement Artillery Scene,Grineer 驻扎地火炮场景
grineer_settlement_reactor_scene,Grineer Settlement Reactor Scene,Grineer 居住点反应炉场景
grineer_shipyards_manufactory_scene,Grineer Shipyards Manufactory Scene,Grineer 造船厂场景
grinloked,Grinloked,精准火枪
growing_power,Growing Power,成长之力
guandao_prime_blade,Guandao Prime Blade,关刀 Prime 刀刃
guandao_prime_blueprint,Guandao Prime Blueprint,关刀 Prime 蓝图
guandao_prime_handle,Guandao Prime Handle,关刀 Prime 握柄
guandao_prime_set,Guandao Prime Set,关刀 Prime 一套
guardian,Guardian,守护者
guardian_armor,Guardian Armor,庇佑护甲
guardian_derision,Guardian Derision,奚落守护
guided_effigy,Guided Effigy,导路龙骸
guided_ordnance,Guided Ordnance,制导弹药
gun_glide,Gun Glide,恒稳枪杆
gunsen_prime_blade,Gunsen Prime Blade,军扇 Prime 刀刃
gunsen_prime_blueprint,Gunsen Prime Blueprint,军扇 Prime 蓝图
gunsen_prime_handle,Gunsen Prime Handle,军扇 Prime 握柄
gunsen_prime_set,Gunsen Prime Set,军扇 Prime 一套
gunslinger,Gunslinger,神枪手
haav,Haav,浮伤鱼
halikar_wraith,Halikar Wraith,哈利卡·亡魂
hall_of_malevolence,Hall Of Malevolence,恶怨厅
hallowed_eruption,Hallowed Eruption,圣域爆发
hallowed_reckoning,Hallowed Reckoning,神圣清算
hammer_shot,Hammer Shot,重锤射击
handspring,Handspring,翻筋斗
hard_engage,Hard Engage,以硬碰硬
hard_reset,Hard Reset,硬重启
harkonar_scope,Harkonar Scope,哈库那瞄准镜
harrow_prime_blueprint,Harrow Prime Blueprint,Harrow Prime 蓝图
harrow_prime_chassis_blueprint,Harrow Prime Chassis Blueprint,Harrow Prime 机体 蓝图
harrow_prime_neuroptics_blueprint,Harrow Prime Neuroptics Blueprint,Harrow Prime 头部神经光元 蓝图
harrow_prime_set,Harrow Prime Set,Harrow Prime 一套
harrow_prime_systems_blueprint,Harrow Prime Systems Blueprint,Harrow Prime 系统 蓝图
harrows_temple_scene,Harrow's Temple Scene,Harrow 神庙场景
hastened_deflection,Hastened Deflection,急速偏斜
hastened_steps,Hastened Steps,紧凑步伐
hata_satya,Hata-Satya,真实击杀
hawk_eye,Hawk Eye,隼目
healing_flame,Healing Flame,治愈之焰
healing_return,Healing Return,治愈归复
health_conversion,Health Conversion,生命转换
heart_noctrul,Heart Noctrul,心形夜石
heart_nyth,Heart Nyth,心形灵息石
heartseeker,Heartseeker,觅心猎手
hearty_nourishment,Hearty Nourishment,丰盛滋养
heated_charge,Heated Charge,火焰装填
heavy_caliber,Heavy Caliber,重口径
heavy_impact,Heavy Impact,震地冲击
heavy_trauma,Heavy Trauma,重创
heavy_warhead,Heavy Warhead,重型弹头
hec_hound_blueprint,Hec Hound Blueprint,骸克猎犬 蓝图
heightened_reflexes,Heightened Reflexes,加剧反射
helios_prime_blueprint,Helios Prime Blueprint,赫利俄斯 Prime 蓝图
helios_prime_carapace,Helios Prime Carapace,赫利俄斯 Prime 外壳
helios_prime_cerebrum,Helios Prime Cerebrum,赫利俄斯 Prime 头部
helios_prime_set,Helios Prime Set,赫利俄斯 Prime 一套
helios_prime_systems,Helios Prime Systems,赫利俄斯 Prime 系统
hells_chamber,Hell's Chamber,地狱弹膛
hellfire,Hellfire,地狱火
hemorrhage,Hemorrhage,失血
hespar_blade_blueprint,Hespar Blade Blueprint,暮斩 刀刃 蓝图
hespar_handle_blueprint,Hespar Handle Blueprint,暮斩 握柄 蓝图
hespar_set,Hespar Set,暮斩 一套
hexis_arm_plates,Hexis Arm Plates,均衡仲裁者臂甲
hexis_armor_set,Hexis Armor Set,Hexis Armor Set
hexis_chest_plate,Hexis Chest Plate,均衡仲裁者胸甲
hexis_spurs,Hexis Spurs,均衡仲裁者膝甲
higasa_serration,Higasa Serration,晴日伞 膛线
high_noon,High Noon,正午
high_voltage,High Voltage,高压电流
hikou_prime_blueprint,Hikou Prime Blueprint,飞扬 Prime 蓝图
hikou_prime_pouch,Hikou Prime Pouch,飞扬 Prime 镖袋
hikou_prime_set,Hikou Prime Set,飞扬 Prime 一套
hikou_prime_stars,Hikou Prime Stars,飞扬 Prime 星镖
hildryn_prime_blueprint,Hildryn Prime Blueprint,Hildryn Prime 蓝图
hildryn_prime_chassis_blueprint,Hildryn Prime Chassis Blueprint,Hildryn Prime 机体 蓝图
hildryn_prime_neuroptics_blueprint,Hildryn Prime Neuroptics Blueprint,Hildryn Prime 头部神经光元 蓝图
hildryn_prime_set,Hildryn Prime Set,Hildryn Prime 一套
hildryn_prime_systems_blueprint,Hildryn Prime Systems Blueprint,Hildryn Prime 系统 蓝图
hinta_stabilizer,Hinta Stabilizer,辛塔稳定器
hit_and_run,Hit And Run,脚底抹油
hollow_point,Hollow Point,空尖弹
hollowed_bullets,Hollowed Bullets,中空子弹
holster_amp,Holster Amp,切换增幅
homing_fang,Homing Fang,连牙追袭
hornet_strike,Hornet Strike,黄蜂螫刺
howl,Howl,嚎声
hunhows_chamber_scene,Hunhow's Chamber Scene,Hunhow 大厅场景
hunhows_datascape_scene,Hunhow's Datascape Scene,Hunhow 的数据景观场景
hunt,Hunt,狩猎
hunter_adrenaline,Hunter Adrenaline,猎人 肾上腺素
hunter_command,Hunter Command,猎人 命令
hunter_munitions,Hunter Munitions,猎人 战备
hunter_recovery,Hunter Recovery,猎人 复元
hunter_synergy,Hunter Synergy,猎人 协力
hunter_track,Hunter Track,猎人 追踪
hunters_bonesaw,Hunter's Bonesaw,猎人骨锯
huras_kubrow_imprint,Huras Kubrow Imprint,匿踪型库狛 基因印记
hush,Hush,消音器
hushed_invisibility,Hushed Invisibility,静谧无踪
hydraulic_barrel,Hydraulic Barrel,液压枪管
hydraulic_chamber,Hydraulic Chamber,液压枪膛
hydraulic_crosshairs,Hydraulic Crosshairs,液压准心
hydraulic_gauge,Hydraulic Gauge,液压弹药
